,LotFrontage,LotArea,OverallQual,GrLivArea,TotalBsmtSF,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SLvl,CentralAir_Y,Neighborhood_Edwards,Neighborhood_NAmes,Neighborhood_OldTown,Neighborhood_Somerst
24,-0.026062591443316217,1.1047052257777208,0.7745938503023175,-1.6504103791467788,-1.71483812782154,True,False,False,True,False,False,False,True
25,-0.026062591443316217,0.8747569545472142,0.38227053063075445,-0.28315867546522827,-0.6555779218838087,True,False,False,False,True,False,False,False
26,-0.026062591443316217,0.41141648636500694,-0.4023761087123718,1.3124521238064466,-0.5894956338069594,False,True,False,True,False,False,True,False
27,-0.026062591443316217,-1.0541063666847195,0.38227053063075445,-0.938239640357238,0.009132152300969589,True,False,False,True,False,True,False,False
28,-0.026062591443316217,0.5637439701870591,0.38227053063075445,0.5122276659546121,-1.580729954959699,False,False,True,False,True,False,False,False
29,-0.026062591443316217,-1.249085545976946,-1.5793460677270612,-1.0466134484339071,-0.684731872505948,False,False,False,True,False,False,True,False
30,-0.026062591443316217,-0.6853413971537687,-0.7946994283839349,-1.4268893999886483,0.41923105771906377,False,False,False,False,False,False,True,False
31,-0.026062591443316217,1.4440643679969363,-0.7946994283839349,1.6095124727308883,0.7515860948114529,True,False,False,False,False,True,False,False
32,-0.026062591443316217,-1.5646021255109708,0.7745938503023175,-0.8027723802614013,-0.5234133457301101,False,True,False,False,False,False,False,True
33,-0.026062591443316217,0.4530085123825064,0.38227053063075445,-1.6862124407435355,-1.3552727368151543,False,False,True,False,False,False,False,True
34,-0.026062591443316217,-0.9984737204192742,1.559240489645444,-0.9595273526580123,-1.7789768191902469,True,False,False,True,False,False,False,False
35,-0.026062591443316217,0.8040240185811484,0.7745938503023175,0.3651489264219896,0.009132152300969589,False,False,True,True,False,False,True,False
36,-0.026062591443316217,0.8098522005708616,-1.5793460677270612,-0.22413365499489946,1.1441926298562635,False,True,False,False,False,False,False,True
37,-0.026062591443316217,1.69864995400214,-1.5793460677270612,-1.53332796149252,-0.7935732881619352,False,False,True,True,False,False,False,True
38,-0.026062591443316217,0.014570276338164913,-1.187022748055498,-1.2807782837424246,0.009132152300969589,False,False,False,False,True,False,False,False
39,-0.026062591443316217,0.19471408329293965,0.7745938503023175,-1.60783495454523,0.23264577373737164,True,False,False,False,True,False,False,False
41,-0.026062591443316217,-0.8903874362464094,-0.010052789040808655,1.120862713099478,0.009132152300969589,False,True,False,False,True,False,False,False
42,-0.026062591443316217,-0.4696986635343766,-0.7946994283839349,-0.2521947303004656,0.009132152300969589,True,False,False,True,True,False,False,False
43,-0.026062591443316217,0.9897310901624676,-1.187022748055498,-0.6208592024184209,1.0567307779898454,False,False,True,True,False,False,False,True
44,-0.026062591443316217,0.7605775710214674,-1.187022748055498,0.43288255646990786,0.009132152300969589,False,False,False,False,True,False,False,False
45,-0.026062591443316217,1.177822418012306,-1.5793460677270612,0.7986441587286666,-0.9704405886029142,True,False,False,True,False,False,False,False
46,-0.026062591443316217,-0.18332299394891852,-1.187022748055498,0.23645502933094487,1.2180493047656833,False,True,False,True,False,False,False,False
47,-0.026062591443316217,0.09484023737830719,0.38227053063075445,-1.354317653508736,0.06549645683710575,True,False,False,True,False,True,False,False
48,-0.026062591443316217,1.233455064277751,-1.187022748055498,1.3724447675631744,1.7952975270840434,True,False,False,True,False,False,False,True
49,-0.026062591443316217,-0.598183584671238,0.38227053063075445,0.7018818300887834,0.7068833705241725,False,False,True,True,False,True,False,False
50,-0.026062591443316217,0.5981832273990013,1.1669171699738807,-0.15349715508778466,1.3463266875030966,False,False,True,True,False,False,False,True
51,-0.026062591443316217,-1.218090214486198,-0.010052789040808655,0.3583755634171978,0.009132152300969589,False,True,False,False,False,False,True,False
52,-0.026062591443316217,-0.7412389607823826,-1.187022748055498,-0.6324706818552068,1.3988037986229476,False,False,True,False,True,False,False,False
53,-0.026062591443316217,1.5267185853055976,-1.5793460677270612,-1.3040012426159966,-1.6409814529121203,False,True,False,False,False,True,False,False
54,-0.026062591443316217,-0.2423995659355579,-0.4023761087123718,0.53061250839619,-1.8917054282625192,False,False,False,False,False,False,False,False
55,-0.026062591443316217,1.6136114804249595,0.7745938503023175,-0.16510863452457067,0.009132152300969589,False,False,True,False,False,False,False,True
56,-0.026062591443316217,-1.00377206768265,-0.4023761087123718,0.9079855900917346,0.007188555592826962,False,False,False,False,False,False,False,True
57,-0.026062591443316217,1.0827170846347116,-0.7946994283839349,-0.06641105931188974,0.009132152300969589,False,False,True,False,True,False,False,False
58,-0.026062591443316217,1.057549935133677,-0.4023761087123718,1.6249944453132696,0.2209841934885159,False,False,True,True,True,False,False,False
59,-0.026062591443316217,-1.3698878635819127,-0.010052789040808655,-0.897599462328487,1.1461362265644062,False,False,False,True,False,False,False,False
60,-0.026062591443316217,-0.35737370155081116,0.38227053063075445,-0.5608665586616932,-0.4495566708206903,False,False,False,True,False,False,False,False
61,-0.026062591443316217,-0.5001641602987871,0.38227053063075445,0.1754947622878184,0.16850708236866496,False,False,True,False,False,False,False,True
62,-0.026062591443316217,-0.13086935604149882,1.1669171699738807,-1.6987915434667202,0.009132152300969589,False,False,False,False,False,False,False,False
63,-0.026062591443316217,-0.22491501996641797,-0.4023761087123718,-0.7331035036406854,0.009132152300969589,False,True,False,True,True,False,False,False
64,-0.026062591443316217,1.3648540764094692,1.1669171699738807,1.65789363705083,-1.8586642842240946,False,False,True,True,True,False,False,False
65,-0.026062591443316217,-1.4385014606426285,-0.010052789040808655,1.3076140073744524,-0.10359645677130275,True,False,False,False,False,True,False,False
66,-0.026062591443316217,1.2840542806429893,-0.7946994283839349,-1.3552852767951347,1.8186206875817548,True,False,False,False,False,True,False,False
67,-0.026062591443316217,-0.94919909086988,1.1669171699738807,0.32741161825243514,1.0139716504107075,False,False,True,True,False,False,True,False
68,-0.026062591443316217,-1.4689669574070388,-0.010052789040808655,-0.4331402848570473,0.0829888272103894,True,False,False,True,True,False,False,False
69,-0.026062591443316217,-0.7158068939181792,-0.4023761087123718,-0.7679379419510434,0.009132152300969589,False,False,False,False,True,False,False,False
70,-0.026062591443316217,0.5383119033228556,-1.5793460677270612,-1.6823419475979402,-1.8159051566449567,False,False,True,True,False,False,False,True
71,-0.026062591443316217,-1.484861999197166,1.559240489645444,0.5964108918713106,1.3968602019148049,False,True,False,True,False,False,False,False
72,-0.026062591443316217,-0.2418697312092203,0.38227053063075445,-1.1037032223314382,-0.6283675679698119,False,False,False,True,False,False,True,False
73,-0.026062591443316217,-1.68699394729495,-0.010052789040808655,0.9157265763829253,0.10825558441624354,True,False,False,False,True,False,False,False
74,-0.026062591443316217,1.0694712164762723,-0.7946994283839349,-1.09402698946745,0.009132152300969589,False,True,False,False,False,False,False,True
75,-0.026062591443316217,1.0466883232437567,1.1669171699738807,-1.2072389139761133,0.5650008108297607,True,False,False,False,False,True,False,False
76,-0.026062591443316217,0.2371008613999455,1.559240489645444,1.0986073775123046,0.20932261323966012,False,True,False,True,False,True,False,False
77,-0.026062591443316217,-0.33803473403948975,0.38227053063075445,-1.4917201601773702,1.4182397657043737,False,False,False,False,False,True,False,False
78,-0.026062591443316217,1.4085654413323188,-1.5793460677270612,-1.1946598112529285,-0.16773514814000942,False,True,False,False,False,False,False,False
79,-0.026062591443316217,-0.2673017980734238,-0.7946994283839349,0.3419259675484176,0.009132152300969589,True,False,False,True,False,True,False,False
80,-0.026062591443316217,0.6752741800811182,-0.4023761087123718,-0.5521579490841036,0.009132152300969589,True,False,False,False,False,False,False,False
81,-0.026062591443316217,-0.5875868901444865,1.559240489645444,1.5659694248429408,0.8468223335104417,False,False,True,False,False,False,True,False
82,-0.026062591443316217,1.0249650994639161,-1.5793460677270612,0.08163530350713165,-0.04723215223516658,False,False,True,False,False,False,False,False
83,-0.026062591443316217,-1.575463737400891,0.38227053063075445,0.4628788783482717,0.007188555592826962,False,False,True,False,False,False,False,True
84,-0.026062591443316217,-0.625470073077623,0.7745938503023175,0.7144609328119682,-1.9014234118032323,False,False,True,True,False,False,True,False
85,-0.026062591443316217,0.012980772159152195,-1.187022748055498,0.26935422106850515,1.2919059796751031,False,False,True,True,False,True,False,False
86,-0.026062591443316217,0.5338083081489863,-1.187022748055498,1.247621363617725,1.9255185065295994,False,False,True,False,True,False,False,False
87,-0.026062591443316217,-1.0541063666847195,1.1669171699738807,1.1808553568562055,0.4775389589633426,False,False,True,True,False,False,True,False
88,-0.026062591443316217,0.8556829043990617,-0.7946994283839349,0.7018818300887834,0.009132152300969589,False,False,False,False,False,False,False,True
89,-0.026062591443316217,-1.0623188049429517,1.559240489645444,0.1251783513950791,-0.06666811931659285,False,False,True,False,False,False,False,False
90,-0.026062591443316217,-1.5230100994934712,0.7745938503023175,0.37676040585877557,0.009132152300969589,False,False,False,True,False,False,True,False
91,-0.026062591443316217,-0.3645264703563684,-1.187022748055498,-1.7016944133259169,-1.897536218386947,False,False,True,False,False,False,False,True
92,-0.026062591443316217,0.23789561348945185,0.7745938503023175,-1.59138535867645,-0.4281771070311214,False,False,True,False,True,False,False,False
93,-0.026062591443316217,-0.8405829719706776,-0.4023761087123718,-1.1936921879665296,-0.606988004180243,False,False,True,False,False,True,False,False
94,-0.026062591443316217,-1.5248645210356528,1.1669171699738807,-0.09834262776305122,-0.5370185226871085,False,False,True,False,True,False,False,False
95,-0.026062591443316217,1.5574489994331768,1.1669171699738807,1.5108148975182074,0.009132152300969589,False,False,True,False,False,False,False,True
96,-0.026062591443316217,1.3939949863580356,-1.187022748055498,-0.17865536053415432,-0.35237683541355896,False,False,True,True,False,False,False,True
97,-0.026062591443316217,-1.0151635142989077,0.38227053063075445,1.4692070962030577,1.7797487534189023,False,False,False,True,False,True,False,False
98,-0.026062591443316217,1.0321178682694734,0.38227053063075445,0.3535374469852036,-1.0987179713403274,False,False,True,True,False,False,False,True
99,-0.026062591443316217,1.2263022954721938,0.38227053063075445,-0.38475912053710565,-0.12303242385272901,False,False,False,False,False,False,True,False
100,-0.026062591443316217,-0.9007192134099921,0.7745938503023175,-0.8656678938773255,0.009132152300969589,True,False,False,True,False,True,False,False
101,-0.026062591443316217,-1.6626215498834216,1.559240489645444,1.604674356298894,1.375480638125236,False,False,True,True,False,False,True,False
102,-0.026062591443316217,-0.1896810106649694,1.1669171699738807,0.20645870745258105,0.9556637491664287,False,False,True,False,False,False,False,True
103,-0.026062591443316217,-0.8371390462494833,0.7745938503023175,-0.43701077800264265,0.009132152300969589,True,False,False,True,True,False,False,False
104,-0.026062591443316217,1.4769141210298657,-0.4023761087123718,1.368574274417579,0.767134868476594,False,True,False,True,False,True,False,False
105,-0.026062591443316217,0.04583052519208171,-0.7946994283839349,1.0782872884979293,0.009132152300969589,False,True,False,True,False,False,True,False
106,-0.026062591443316217,-1.4332031133792527,0.38227053063075445,1.0599024460563513,0.423118251135349,False,False,True,True,False,False,False,True
107,-0.026062591443316217,-0.2543208472781533,-0.7946994283839349,1.0511938364787619,1.911913329572601,False,False,False,False,False,False,False,True
108,-0.026062591443316217,0.7613723231109737,-0.010052789040808655,1.1179598432402813,-0.5642288766011052,False,False,True,False,False,False,False,True
109,-0.026062591443316217,-1.4838023297444909,0.7745938503023175,0.7889679258646782,0.9887048932048533,False,False,True,True,False,False,True,False
110,-0.026062591443316217,1.1582185331378156,1.1669171699738807,-1.3659291329455219,-0.8771479466120681,False,False,True,False,False,False,False,True
111,-0.026062591443316217,0.11364937016329102,-0.010052789040808655,0.8460576997622093,-0.4806542181509723,False,False,True,False,False,False,False,True
112,-0.026062591443316217,1.1735837402016054,-1.5793460677270612,0.484166590649046,-0.6905626626303759,False,False,True,False,False,False,True,False
113,-0.026062591443316217,0.2675663581643559,0.38227053063075445,0.4580407619162775,0.009132152300969589,True,False,False,False,False,False,True,False
114,-0.026062591443316217,1.0472181579700943,0.38227053063075445,0.5915727754393164,0.009132152300969589,False,True,False,True,False,False,True,False
115,-0.026062591443316217,1.3407465963611096,0.38227053063075445,1.120862713099478,0.5261288766669082,False,False,True,True,False,False,False,False
116,-0.026062591443316217,-0.7460074733194207,-1.5793460677270612,0.6012490083033047,-0.8790915433202108,True,False,False,False,True,False,False,False
117,-0.026062591443316217,1.3918756474526852,1.1669171699738807,1.0115212817364096,-0.14246839093415528,False,True,False,False,True,False,False,False
118,-0.026062591443316217,1.5797020579393548,-0.4023761087123718,0.23355215947174837,-1.705120144280827,False,True,False,True,False,False,False,True
119,-0.026062591443316217,-1.661032045704409,-1.5793460677270612,-0.7389092433590784,-1.4718885393037118,True,False,False,False,False,True,False,False
120,-0.026062591443316217,-0.8037594584902162,0.7745938503023175,-0.2628385864508528,1.5426299550255018,False,False,False,False,True,False,False,False
121,-0.026062591443316217,0.6501070305800835,1.559240489645444,-0.36540665480912904,1.7369896258397646,False,False,True,True,False,True,False,False
122,-0.026062591443316217,-0.6962030090436889,-1.5793460677270612,-0.5357083532153235,0.23847656386179952,False,True,False,True,True,False,False,False
123,-0.026062591443316217,0.29856168965510393,-0.4023761087123718,1.5108148975182074,1.2083313212249702,True,False,False,False,False,False,False,False
124,-0.026062591443316217,0.7195153797303054,-1.187022748055498,-1.2217532632720958,0.32010762560378986,False,True,False,False,False,False,False,True
125,-0.026062591443316217,1.6703037961430798,1.559240489645444,0.27128946764130285,-0.529244135854538,False,False,False,True,False,False,False,False
126,-0.026062591443316217,-1.203519759511915,-0.4023761087123718,0.5528678439833631,0.7321501277300266,False,False,True,False,False,False,False,True
127,-0.026062591443316217,1.4517469715288311,0.7745938503023175,0.5664145699929468,-0.2746329670878539,False,False,False,False,True,False,False,False
128,-0.026062591443316217,-1.5508264226261939,0.7745938503023175,0.9776544667124506,0.009132152300969589,False,False,False,True,False,False,False,True
129,-0.026062591443316217,1.073709894286973,0.38227053063075445,0.44642928247949154,0.009132152300969589,False,False,True,True,False,False,False,True
130,-0.026062591443316217,1.3367728359135778,1.559240489645444,1.6424116644684486,0.3473179795177866,False,True,False,True,False,True,False,False
131,-0.026062591443316217,-0.24107497911971396,-0.4023761087123718,0.49481044679943315,0.1937738395745191,False,True,False,False,False,False,False,False
132,-0.026062591443316217,1.4830072203827478,1.1669171699738807,-0.6431145380055939,-0.6147623910128135,False,False,False,False,False,False,False,True
133,-0.026062591443316217,-0.893301527241266,-1.5793460677270612,0.3641813031355908,0.009132152300969589,False,True,False,True,False,True,False,False
134,-0.026062591443316217,-0.5181785409942645,1.1669171699738807,-0.3170254904891874,0.009132152300969589,False,False,True,False,False,False,False,True
135,-0.026062591443316217,0.9791343956357161,-0.7946994283839349,1.3318045895344233,0.009132152300969589,False,False,False,True,False,False,False,False
136,-0.026062591443316217,1.5182412296841965,0.38227053063075445,0.8141261313110479,1.3638190578763802,False,True,False,True,True,False,False,False
137,-0.026062591443316217,-0.12477625668861672,1.559240489645444,0.8421872066166141,-1.8372847204345255,False,False,True,False,True,False,False,False
138,-0.026062591443316217,1.3237918851183073,-0.010052789040808655,0.33128211139803043,-1.5826735516678416,False,False,True,True,True,False,False,False
139,-0.026062591443316217,0.7740883565430755,-0.010052789040808655,1.5727427878477327,0.009132152300969589,False,False,False,True,False,False,False,True
140,-0.026062591443316217,1.7118958221605793,1.1669171699738807,-0.6305354352824092,-1.2930776421545902,False,False,True,True,True,False,False,False
141,-0.026062591443316217,1.237428824725283,1.559240489645444,-1.3639938863727243,0.009132152300969589,False,True,False,False,False,False,False,True
142,-0.026062591443316217,-0.7722342922731307,0.38227053063075445,0.5606088302745538,0.009132152300969589,False,True,False,False,False,False,False,True
143,-0.026062591443316217,0.9698622879248087,1.1669171699738807,-0.22219840842210178,-1.4932681030932806,False,False,False,False,False,False,False,True
144,-0.026062591443316217,1.2710733298477188,1.1669171699738807,-0.15543240166058234,0.376471930139926,False,True,False,True,True,False,False,False
145,-0.026062591443316217,1.3195532073076066,-1.187022748055498,1.1876287198609974,-1.2289389507858834,False,False,True,False,False,False,False,True
146,-0.026062591443316217,1.0183421653846965,1.1669171699738807,-0.13704755921900452,1.8652670085771779,False,False,True,False,False,False,True,False
147,-0.026062591443316217,0.3621418568156127,-0.010052789040808655,1.0299061241779877,-1.512704070174707,False,False,True,False,False,False,False,True
148,-0.026062591443316217,1.5457926354537501,1.1669171699738807,1.1237655829586743,0.009132152300969589,True,False,False,False,False,False,False,True
149,-0.026062591443316217,0.8525038960410363,-0.7946994283839349,-0.5637694285208897,-0.7041678395873744,False,False,True,False,True,False,False,False
150,-0.026062591443316217,0.5685124827240973,-1.5793460677270612,-0.3605685383771349,1.1014335022771258,True,False,False,False,False,False,False,True
151,-0.026062591443316217,-0.004768691173156493,1.559240489645444,1.3966353497231452,0.6194215186577543,False,True,False,False,True,False,False,False
152,-0.026062591443316217,-0.0434466261957993,1.1669171699738807,-1.6697628448747552,-1.3785958973128658,False,False,False,False,False,False,False,True
153,-0.026062591443316217,-0.8676045430138938,-0.010052789040808655,0.12034023496308495,0.15878909882795184,False,False,True,False,False,False,False,False
154,-0.026062591443316217,1.2864385369115083,-0.7946994283839349,-0.5231292504921388,1.2219364981819685,False,True,False,True,True,False,False,False
155,-0.026062591443316217,0.8487950529566732,-0.4023761087123718,-0.3267017233531757,-1.52242205371542,False,False,True,True,False,False,False,True
156,-0.026062591443316217,-1.174643766926517,0.7745938503023175,-1.01951999641474,1.7933539303759007,False,False,True,True,False,False,False,False
157,-0.026062591443316217,-1.720373535054217,-1.187022748055498,-1.2623934413008469,0.009132152300969589,False,False,True,False,True,False,False,False
158,-0.026062591443316217,-1.0262900435519968,-1.5793460677270612,-0.3179931137755862,-1.1803490330823179,False,True,False,False,False,False,False,False
159,-0.026062591443316217,-0.6098399486506646,-0.4023761087123718,-0.6556936407287788,1.2083313212249702,False,False,False,False,False,True,False,False
160,-0.026062591443316217,0.9423108821552548,0.38227053063075445,-1.0630630443026874,0.009132152300969589,False,False,True,True,False,False,False,False
161,-0.026062591443316217,1.1015262174196954,-0.010052789040808655,-0.7272977639222924,1.4046345887473755,True,False,False,True,False,True,False,False
162,-0.026062591443316217,-1.6403684913772436,-0.010052789040808655,-0.5763485312440745,-1.5865607450841268,False,False,False,True,False,False,False,True
163,-0.026062591443316217,1.305512587059661,0.38227053063075445,0.14840131026865108,0.699108983691602,True,False,False,False,False,True,False,False
164,-0.026062591443316217,0.7860096378856709,-1.5793460677270612,0.07582956378873865,-0.9393430412726321,False,False,True,True,False,False,False,False
165,-0.026062591443316217,-0.30942365881726086,1.559240489645444,0.20549108416618223,0.6058163417007559,False,True,False,True,True,False,False,False
166,-0.026062591443316217,-0.2977672948378342,-0.7946994283839349,1.554357945406155,0.7885144322661628,False,False,False,True,False,False,False,False
167,-0.026062591443316217,-0.890917270972747,1.1669171699738807,0.6254395904632756,0.8643147038837252,False,False,True,False,False,False,True,False
168,-0.026062591443316217,1.3945248210843733,-0.010052789040808655,-0.9053404486196776,0.30067165852236355,False,True,False,True,False,False,False,True
169,-0.026062591443316217,0.1801436283186564,-1.187022748055498,-1.3175479686255802,-0.5214697490219674,False,True,False,False,False,False,False,True
170,-0.026062591443316217,1.4061811850637997,1.1669171699738807,1.4063115825871335,-0.8635427696550697,True,False,False,False,False,True,False,False
171,-0.026062591443316217,-0.9703924799233828,-0.7946994283839349,0.8257376107478339,-1.674022596950545,False,False,True,True,True,False,False,False
172,-0.026062591443316217,-1.2996847623421843,-0.4023761087123718,-1.134667167496201,-0.30184332100185063,False,False,False,False,True,False,False,False
173,-0.026062591443316217,0.9110506333013381,-0.4023761087123718,-0.3208959836347827,0.5747187943704739,False,False,True,False,False,False,True,False
174,-0.026062591443316217,-1.4141290632311,0.38227053063075445,-1.393990208251088,1.9507852637354535,False,True,False,True,False,False,False,True
175,-0.026062591443316217,-0.4675793246290263,-0.010052789040808655,-0.28896441518362126,-0.5389621193952511,False,True,False,True,True,False,False,False
176,-0.026062591443316217,0.0010594908165568074,-0.7946994283839349,-0.7756789282422341,-1.6934585640319713,False,False,True,False,False,False,False,True
177,-0.026062591443316217,-0.5748708567123848,0.38227053063075445,0.09711727608951297,0.009132152300969589,True,False,False,False,False,False,False,False
178,-0.026062591443316217,1.146827086521558,1.559240489645444,-0.3441189425083547,-0.7294345967932285,False,False,True,False,False,False,False,True
179,-0.026062591443316217,-1.0853666155386361,-0.7946994283839349,-1.053386811438699,0.05966566671267788,False,False,True,False,False,False,False,False
180,-0.026062591443316217,1.1372900614474817,-0.4023761087123718,1.1963373294385868,-1.6973457574482564,False,False,True,False,False,False,False,True
181,-0.026062591443316217,1.2927965536275592,1.559240489645444,1.143118048686651,0.6019291482844706,False,True,False,False,False,False,True,False
182,-0.026062591443316217,1.054900761501989,-0.4023761087123718,0.7967089121558689,0.009132152300969589,False,False,True,False,False,False,False,True
183,-0.026062591443316217,0.8077328616655114,-0.7946994283839349,-0.06447581273909207,1.0353512142002763,False,False,False,False,False,False,False,True
184,-0.026062591443316217,0.02861089658611059,-0.4023761087123718,0.12324310482228144,1.2413724652633948,False,True,False,False,False,True,False,False
185,-0.026062591443316217,1.3478993651666669,-0.010052789040808655,-0.0383499840063236,1.4085217821636606,False,False,True,False,False,False,False,True
186,-0.026062591443316217,-0.04821513873283746,1.559240489645444,1.1789201102834077,0.009132152300969589,False,False,False,True,False,False,True,False
187,-0.026062591443316217,0.7211048839093182,-0.4023761087123718,-0.48442431903618544,-0.3037869177099933,False,True,False,True,False,False,False,False
188,-0.026062591443316217,0.38757392367981613,1.559240489645444,-1.0843507566034616,1.5504043418580724,True,False,False,False,False,False,False,True
189,-0.026062591443316217,1.0329126203589798,0.38227053063075445,-0.18639634682534498,-0.6400291482186676,False,False,False,True,False,False,False,True
190,-0.026062591443316217,-1.5267189425778342,1.559240489645444,-1.0146818799827457,0.009132152300969589,False,False,True,False,False,False,False,True
191,-0.026062591443316217,0.4718176451674902,1.1669171699738807,-1.2294942495632866,0.009132152300969589,True,False,False,False,False,True,False,False
192,-0.026062591443316217,-1.2014004206065645,1.1669171699738807,-0.7253625173494948,0.009132152300969589,False,True,False,True,False,False,False,False
193,-0.026062591443316217,1.4922793280936553,-0.4023761087123718,1.0734491720659352,-1.2406005310347392,False,False,True,True,False,False,True,False
194,-0.026062591443316217,-1.3799547233823266,-1.5793460677270612,-0.25896809330525744,1.313285543464672,False,False,False,True,False,False,False,True
195,-0.026062591443316217,-0.9171440899264568,-0.7946994283839349,-1.3059364891887943,0.807950399347589,False,False,False,True,True,False,False,False
196,-0.026062591443316217,-0.23842580548802608,-0.7946994283839349,-0.15252953180138584,-0.3135049012507064,False,False,True,False,False,True,False,False
197,-0.026062591443316217,-1.4310837744739024,-0.4023761087123718,0.13872507740466278,-1.6817969837831155,False,False,True,True,False,False,True,False
198,-0.026062591443316217,-0.07629637922872881,-0.010052789040808655,-0.5569960655160978,-1.0112561194739094,False,True,False,False,False,False,False,False
199,-0.026062591443316217,0.9717167094669901,-1.5793460677270612,1.2118193020209682,-1.3649907203558673,False,False,True,True,False,False,False,False
200,-0.026062591443316217,-1.7246122128649177,-0.7946994283839349,-0.3383132027899617,0.13935313174652555,True,False,False,True,False,False,True,False
201,-0.026062591443316217,1.072385307471129,1.1669171699738807,0.9273380558197113,0.6233087120740396,True,False,False,False,False,False,False,True
202,-0.026062591443316217,0.3488959886571733,-1.187022748055498,-0.7272977639222924,-1.8003563829798157,True,False,False,True,False,False,False,False
203,-0.026062591443316217,0.8559478217622305,1.559240489645444,-0.13995042907820102,0.009132152300969589,False,False,False,True,False,False,False,False
204,-0.026062591443316217,0.2341867704050888,-1.187022748055498,-0.22123078513570296,0.599985551576328,False,False,False,False,False,True,False,False
205,-0.026062591443316217,1.2286865517407128,0.7745938503023175,1.582419020711721,0.6408010824473233,False,False,False,True,False,False,False,True
206,-0.026062591443316217,1.1616624588590099,0.7745938503023175,0.9050827202325382,0.009132152300969589,True,False,False,False,False,False,True,False
207,-0.026062591443316217,0.9216473278280894,-0.7946994283839349,1.0241003844595946,0.9051302347547204,False,True,False,False,False,False,False,False
208,-0.026062591443316217,-1.156364468867871,-0.4023761087123718,0.5722203097113397,0.1335223416220977,False,False,False,True,True,False,False,False
209,-0.026062591443316217,0.9693324531984711,0.38227053063075445,0.9447552749748903,-0.9063018972342075,False,True,False,True,False,False,True,False
210,-0.026062591443316217,0.5912953759566129,0.38227053063075445,0.9583020009844739,0.009132152300969589,False,False,True,True,False,False,True,False
